product_name,category,unit_price
Samsung Plus Gaming Console,Electronics,1676.32
Nike Slim-Fit Shorts,Apparel,131.56
Spalding Lightweight Camping Tent,Sports,217.75
KitchenAid Ergonomic Grill,Home & Garden,116.18
Bowflex Lightweight Tennis Racket,Sports,71.23
Titleist Advanced Camping Tent,Sports,538.2
Nike Slim-Fit T-Shirt,Apparel,141.12
Yeti Heavy Duty Lawn Mower,Home & Garden,124.02
Kraft Family Size Cereal,Grocery,12.84
Pepsi Family Size Almond Milk,Grocery,9.58
Puma Vintage Hoodie,Apparel,15.82
Weber Heavy Duty Vacuum Cleaner,Home & Garden,144.22
HP Portable Smartwatch,Electronics,2176.4
H&M Athletic Shorts,Apparel,73.66
Kelloggs Organic Mixed Nuts,Grocery,13.72
Zara Performance Jacket,Apparel,103.36
Ralph Lauren Premium Sneakers,Apparel,29.55
HP Ultra-Slim Smartphone 5G,Electronics,123.44
Asus Ultra-Slim Digital Camera,Electronics,804.43
Bose Max Smartphone 5G,Electronics,1699.91
Asus Portable Smartwatch,Electronics,2426.28
Sony Plus Smart TV 4K,Electronics,280.06
Samsung Plus Smart TV 4K,Electronics,1137.19
Rawlings Advanced Baseball Glove,Sports,870.12
Pepsi Sugar-Free Almond Milk,Grocery,18.61
Sony Pro Smartphone 5G,Electronics,2364.3
Coleman Durable Yoga Mat,Sports,688.0
Nestle Fresh Cereal,Grocery,13.92
Adidas Premium Shorts,Apparel,96.5
General Mills Family Size Whole Wheat Bread,Grocery,22.84
IKEA Modern Tool Set,Home & Garden,53.4
DeWalt Electric Bed Frame,Home & Garden,746.83
Coca-Cola Roasted Cereal,Grocery,18.54
Spalding Indoor/Outdoor Treadmill,Sports,681.37
Asus Plus Digital Camera,Electronics,1664.27
Rawlings Performance Dumbbells,Sports,656.46
Zara Vintage Dress,Apparel,24.92
HP Bluetooth Digital Camera,Electronics,2498.56
Levis Vintage Shorts,Apparel,16.75
HP Lite Monitor,Electronics,1859.2
KitchenAid Pro-Series Vacuum Cleaner,Home & Garden,706.46
Asus Pro Digital Camera,Electronics,1040.14
Great Value Sugar-Free Whole Wheat Bread,Grocery,9.84
Samsung Lite Wireless Earbuds,Electronics,1917.6
Wilson Indoor/Outdoor Tennis Racket,Sports,800.85
Gap Premium Socks,Apparel,70.98
Coca-Cola Fresh Pasta,Grocery,4.88
Great Value Family Size Protein Bar,Grocery,15.06
DeWalt Ergonomic Sofa,Home & Garden,34.43
Kirkland Family Size Protein Bar,Grocery,9.78
Yeti Smart Tool Set,Home & Garden,565.51
DeWalt Pro-Series Grill,Home & Garden,375.49
Nestle Gluten-Free Organic Coffee,Grocery,10.95
DeWalt Modern Vacuum Cleaner,Home & Garden,86.36
H&M Cotton Shorts,Apparel,74.89
Asus Pro Wireless Earbuds,Electronics,1224.0
Bose Pro Smartphone 5G,Electronics,886.06
HP Ultra-Slim Digital Camera,Electronics,1027.12
Weber Stainless Steel Tool Set,Home & Garden,476.73
Coca-Cola Fresh Whole Wheat Bread,Grocery,14.8
Dell Plus Smart TV 4K,Electronics,1539.37
DeWalt Heavy Duty Coffee Maker,Home & Garden,618.96
Wilson Performance Treadmill,Sports,815.79
Apple Pro Tablet,Electronics,1809.4
Nestle Fresh Olive Oil,Grocery,24.92
Kirkland Organic Whole Wheat Bread,Grocery,2.43
Yeti Pro-Series Cooler,Home & Garden,217.48
Puma Vintage T-Shirt,Apparel,139.78
Great Value Family Size Whole Wheat Bread,Grocery,3.44
Yeti Electric Coffee Maker,Home & Garden,749.52
Black+Decker Smart Tool Set,Home & Garden,300.75
Dyson Compact Grill,Home & Garden,108.09
Rawlings Performance Camping Tent,Sports,317.68
Nestle Roasted Protein Bar,Grocery,9.46
Sony Pro Smart TV 4K,Electronics,1545.32
Kraft Fresh Olive Oil,Grocery,8.53
Sony Lite Laptop Pro,Electronics,348.62
Samsung Max Monitor,Electronics,493.82
Callaway ProGrade Tennis Racket,Sports,685.9
Coca-Cola Sugar-Free Almond Milk,Grocery,6.34
Dyson Smart Lawn Mower,Home & Garden,434.38
Nestle Organic Olive Oil,Grocery,19.01
Panasonic Portable Gaming Console,Electronics,311.85
Ashley Electric Blender,Home & Garden,227.55
Apple Portable Smartphone 5G,Electronics,1234.69
Sony Pro Laptop Pro,Electronics,1398.06
Rawlings Indoor/Outdoor Treadmill,Sports,57.76
Asus Max Smart TV 4K,Electronics,1601.22
Panasonic Plus Wireless Earbuds,Electronics,2380.94
Weber Smart Tool Set,Home & Garden,660.78
Bose Lite Smart TV 4K,Electronics,2216.31
Weber Modern Bed Frame,Home & Garden,205.62
IKEA Modern Lawn Mower,Home & Garden,500.46
Coleman ProGrade Treadmill,Sports,419.86
Kraft Gluten-Free Protein Bar,Grocery,22.15
Panasonic Lite Tablet,Electronics,2255.06
Asus Lite Wireless Earbuds,Electronics,630.33
LG Ultra-Slim Smartphone 5G,Electronics,1962.29
HP Ultra-Slim Gaming Console,Electronics,1088.16
Panasonic Pro Smartphone 5G,Electronics,1685.5
Bowflex Advanced Water Bottle,Sports,109.1
Puma Slim-Fit T-Shirt,Apparel,97.34
Gap Cotton Dress,Apparel,73.25
Wilson Official Size Tennis Racket,Sports,592.81
Callaway Performance Baseball Glove,Sports,38.28
Dell Max Monitor,Electronics,1537.38
Zara Athletic Dress,Apparel,86.54
Nike Athletic Jeans,Apparel,42.47
Gatorade Indoor/Outdoor Tennis Racket,Sports,400.04
Asus Pro Smart TV 4K,Electronics,1506.47
Weber Compact Blender,Home & Garden,790.59
Under Armour Cotton Shorts,Apparel,107.32
Gap Slim-Fit Jacket,Apparel,66.6
Puma Slim-Fit Sweater,Apparel,110.46
HP Lite Digital Camera,Electronics,1746.47
Under Armour Cotton T-Shirt,Apparel,24.58
Coca-Cola Premium Pasta,Grocery,19.37
Asus Pro Laptop Pro,Electronics,244.58
Gap Vintage Socks,Apparel,21.99
Kraft Organic Cereal,Grocery,6.59
DeWalt Pro-Series Bed Frame,Home & Garden,303.35
DeWalt Smart Lawn Mower,Home & Garden,83.46
Asus Bluetooth Monitor,Electronics,622.59
Zara Casual Jacket,Apparel,85.6
Callaway Indoor/Outdoor Tennis Racket,Sports,881.88
Kirkland Natural Cereal,Grocery,9.98
Zara Classic Shorts,Apparel,103.73
Sony Bluetooth Smartwatch,Electronics,1671.51
Asus Bluetooth Smartphone 5G,Electronics,1840.09
Under Armour Vintage Jacket,Apparel,18.42
Adidas Cotton Dress,Apparel,88.72
Weber Compact Tool Set,Home & Garden,164.98
Zara Performance T-Shirt,Apparel,106.6
KitchenAid Electric Bed Frame,Home & Garden,297.63
Spalding Durable Baseball Glove,Sports,798.52
Zara Casual Sweater,Apparel,139.8
Pepsi Fresh Protein Bar,Grocery,11.57
Dyson Heavy Duty Power Drill,Home & Garden,147.36
Spalding Lightweight Water Bottle,Sports,928.1
Rawlings Lightweight Yoga Mat,Sports,546.86
LG Bluetooth Laptop Pro,Electronics,2112.98
Panasonic Max Tablet,Electronics,1326.35
Ralph Lauren Cotton Jacket,Apparel,115.74
Weber Heavy Duty Coffee Maker,Home & Garden,666.07
Adidas Cotton Running Shoes,Apparel,119.48
Coleman Lightweight Yoga Mat,Sports,713.11
Nestle Fresh Whole Wheat Bread,Grocery,9.27
Kraft Sugar-Free Sparkling Water,Grocery,8.3
Kirkland Gluten-Free Sparkling Water,Grocery,10.63
General Mills Gluten-Free Whole Wheat Bread,Grocery,4.09
Rawlings Official Size Tennis Racket,Sports,937.9
Under Armour Casual Jeans,Apparel,87.53
HP Max Digital Camera,Electronics,798.53
Pepsi Gluten-Free Cereal,Grocery,11.52
Callaway Durable Camping Tent,Sports,522.94
Sony Portable Digital Camera,Electronics,2302.51
Bose Advanced Tablet,Electronics,2480.79
Panasonic Lite Digital Camera,Electronics,335.1
Great Value Roasted Organic Coffee,Grocery,21.61
Levis Casual T-Shirt,Apparel,132.92
Bose Bluetooth Laptop Pro,Electronics,2176.74
Kirkland Roasted Pasta,Grocery,20.95
H&M Vintage Socks,Apparel,52.66
Kirkland Fresh Sparkling Water,Grocery,3.93
Coca-Cola Sugar-Free Protein Bar,Grocery,11.66
LG Bluetooth Monitor,Electronics,475.14
Levis Performance Sweater,Apparel,146.59
Great Value Natural Almond Milk,Grocery,17.37
Panasonic Plus Monitor,Electronics,2065.08
Ralph Lauren Performance Shorts,Apparel,28.55
Puma Athletic Socks,Apparel,130.68
General Mills Family Size Olive Oil,Grocery,24.14
Black+Decker Heavy Duty Sofa,Home & Garden,496.81
Black+Decker Heavy Duty Power Drill,Home & Garden,416.98
Bowflex Durable Dumbbells,Sports,159.18
Wilson Indoor/Outdoor Camping Tent,Sports,82.15
Nike Athletic Hoodie,Apparel,13.61
Adidas Athletic Sweater,Apparel,70.55
Apple Plus Gaming Console,Electronics,1126.8
LG Max Smartwatch,Electronics,1620.02
Ashley Modern Vacuum Cleaner,Home & Garden,507.08
Asus Advanced Tablet,Electronics,1642.99
Nestle Sugar-Free Protein Bar,Grocery,5.64
LG Max Wireless Earbuds,Electronics,1962.87
Levis Athletic Running Shoes,Apparel,74.37
Sony Bluetooth Monitor,Electronics,2487.42
Wilson Lightweight Golf Clubs,Sports,699.61
Kirkland Organic Olive Oil,Grocery,25.6
Samsung Pro Smartphone 5G,Electronics,635.99
Titleist Durable Golf Clubs,Sports,114.53
Sony Lite Smartphone 5G,Electronics,1745.8
Nestle Family Size Almond Milk,Grocery,3.49
Ralph Lauren Casual Socks,Apparel,96.13
HP Pro Digital Camera,Electronics,800.32
Bose Max Digital Camera,Electronics,1578.54
Coca-Cola Family Size Almond Milk,Grocery,14.64
General Mills Organic Pasta,Grocery,12.22
Ralph Lauren Classic Jacket,Apparel,134.12
Panasonic Bluetooth Smartwatch,Electronics,951.01
Ashley Compact Power Drill,Home & Garden,667.2
Gatorade ProGrade Baseball Glove,Sports,772.77
Rawlings Indoor/Outdoor Dumbbells,Sports,424.91
General Mills Natural Mixed Nuts,Grocery,13.54
Rawlings Official Size Treadmill,Sports,33.9
Samsung Plus Digital Camera,Electronics,686.54
Black+Decker Compact Sofa,Home & Garden,615.42
Apple Portable Gaming Console,Electronics,1361.51
Levis Performance Dress,Apparel,43.77
Ashley Smart Cooler,Home & Garden,768.87
Sony Max Smartwatch,Electronics,318.85
Nestle Sugar-Free Pasta,Grocery,15.14
Levis Classic Dress,Apparel,73.61
Asus Bluetooth Digital Camera,Electronics,2118.67
Callaway Durable Basketball,Sports,111.61
Dyson Electric Bed Frame,Home & Garden,405.95
Sony Ultra-Slim Wireless Earbuds,Electronics,845.46
Puma Casual Jacket,Apparel,65.23
Bose Advanced Smart TV 4K,Electronics,2235.61
Asus Ultra-Slim Gaming Console,Electronics,1977.91
Yeti Stainless Steel Bed Frame,Home & Garden,272.86
Asus Pro Smartphone 5G,Electronics,1735.93
General Mills Roasted Whole Wheat Bread,Grocery,12.49
Gap Slim-Fit Sweater,Apparel,127.72
Levis Premium T-Shirt,Apparel,15.38
Spalding Durable Yoga Mat,Sports,469.56
Great Value Sugar-Free Pasta,Grocery,17.28
Zara Slim-Fit Jacket,Apparel,102.31
Kraft Natural Pasta,Grocery,17.27
Callaway Durable Treadmill,Sports,80.65
Puma Athletic Jacket,Apparel,81.71
Yeti Stainless Steel Power Drill,Home & Garden,553.78
Levis Casual Socks,Apparel,21.87
Adidas Athletic Running Shoes,Apparel,110.29
Yeti Smart Sofa,Home & Garden,84.87
Dell Plus Smartwatch,Electronics,2393.43
Nike Performance T-Shirt,Apparel,113.25
Panasonic Advanced Laptop Pro,Electronics,776.51
DeWalt Pro-Series Power Drill,Home & Garden,299.27
Spalding Durable Water Bottle,Sports,778.03
Spalding Indoor/Outdoor Yoga Mat,Sports,197.42
Kelloggs Premium Pasta,Grocery,6.17
Weber Pro-Series Coffee Maker,Home & Garden,46.13
Zara Performance Hoodie,Apparel,21.5
Kirkland Family Size Organic Coffee,Grocery,25.22
Levis Classic Jacket,Apparel,51.36
IKEA Smart Coffee Maker,Home & Garden,510.99
Great Value Premium Olive Oil,Grocery,11.16
Under Armour Performance Hoodie,Apparel,38.8
IKEA Ergonomic Power Drill,Home & Garden,123.47
Spalding Performance Dumbbells,Sports,649.25
Coleman Lightweight Basketball,Sports,537.35
Great Value Organic Whole Wheat Bread,Grocery,21.16
KitchenAid Electric Cooler,Home & Garden,784.58
Levis Athletic Shorts,Apparel,94.26
KitchenAid Compact Tool Set,Home & Garden,606.02
Titleist ProGrade Treadmill,Sports,661.63
Levis Athletic T-Shirt,Apparel,27.93
Yeti Ergonomic Vacuum Cleaner,Home & Garden,290.47
Bose Portable Digital Camera,Electronics,600.31
Ashley Pro-Series Blender,Home & Garden,316.57
DeWalt Smart Blender,Home & Garden,368.34
H&M Athletic Socks,Apparel,142.03
Nike Premium Jacket,Apparel,43.7
Bowflex ProGrade Basketball,Sports,209.51
DeWalt Stainless Steel Tool Set,Home & Garden,712.93
Sony Advanced Smartphone 5G,Electronics,2049.07
KitchenAid Heavy Duty Sofa,Home & Garden,693.25
Kelloggs Fresh Pasta,Grocery,22.31
Nestle Family Size Whole Wheat Bread,Grocery,24.04
DeWalt Modern Lawn Mower,Home & Garden,611.38
Gatorade Official Size Camping Tent,Sports,468.63
HP Ultra-Slim Wireless Earbuds,Electronics,2112.9
DeWalt Electric Sofa,Home & Garden,166.62
Under Armour Cotton Running Shoes,Apparel,86.3
Nike Performance Jacket,Apparel,147.85
Gap Classic Jeans,Apparel,141.23
IKEA Electric Lawn Mower,Home & Garden,63.24
Bowflex Lightweight Treadmill,Sports,177.34
Apple Pro Gaming Console,Electronics,372.74
LG Plus Wireless Earbuds,Electronics,1828.65
Ralph Lauren Premium Shorts,Apparel,124.49
Gap Slim-Fit Hoodie,Apparel,127.7
Dell Pro Monitor,Electronics,1845.36
Samsung Bluetooth Digital Camera,Electronics,1496.35
Dyson Heavy Duty Lawn Mower,Home & Garden,421.44
Asus Advanced Wireless Earbuds,Electronics,778.99
Dyson Compact Blender,Home & Garden,702.46
H&M Classic Jacket,Apparel,116.56
Adidas Premium Dress,Apparel,32.41
Dyson Compact Lawn Mower,Home & Garden,385.4
Nestle Natural Pasta,Grocery,25.79
Sony Advanced Digital Camera,Electronics,292.99
Under Armour Performance Sweater,Apparel,66.21
Ashley Electric Coffee Maker,Home & Garden,187.11
Under Armour Premium Running Shoes,Apparel,87.71
Spalding ProGrade Water Bottle,Sports,621.75
Bose Portable Monitor,Electronics,510.66
Asus Plus Gaming Console,Electronics,920.69
Samsung Portable Tablet,Electronics,62.81
Nestle Premium Whole Wheat Bread,Grocery,2.84
Coleman Advanced Dumbbells,Sports,337.03
Great Value Gluten-Free Whole Wheat Bread,Grocery,5.56
Gap Classic T-Shirt,Apparel,72.81
Weber Heavy Duty Cooler,Home & Garden,712.37
Titleist Official Size Camping Tent,Sports,599.15
Gatorade ProGrade Yoga Mat,Sports,400.65
Dyson Heavy Duty Cooler,Home & Garden,565.63
Coleman Durable Golf Clubs,Sports,365.16
Kelloggs Sugar-Free Almond Milk,Grocery,21.05
KitchenAid Electric Tool Set,Home & Garden,101.6
Apple Plus Smartphone 5G,Electronics,1491.1
KitchenAid Electric Blender,Home & Garden,400.35
Titleist Durable Yoga Mat,Sports,647.69
Bowflex Official Size Camping Tent,Sports,78.88
Yeti Stainless Steel Cooler,Home & Garden,476.59
DeWalt Compact Blender,Home & Garden,461.71
Gap Slim-Fit Socks,Apparel,94.49
Dyson Pro-Series Blender,Home & Garden,550.88
Wilson ProGrade Yoga Mat,Sports,807.91
Pepsi Gluten-Free Whole Wheat Bread,Grocery,8.47
Kelloggs Organic Cereal,Grocery,13.95
Pepsi Roasted Organic Coffee,Grocery,3.4
Spalding Advanced Basketball,Sports,788.12
Bose Pro Wireless Earbuds,Electronics,1317.31
LG Advanced Wireless Earbuds,Electronics,1128.49
Zara Vintage Sneakers,Apparel,55.95
Ralph Lauren Classic Running Shoes,Apparel,112.99
Nike Slim-Fit Jeans,Apparel,99.96
Pepsi Natural Whole Wheat Bread,Grocery,12.1
Dyson Stainless Steel Lawn Mower,Home & Garden,121.12
Black+Decker Ergonomic Power Drill,Home & Garden,325.55
Bose Advanced Monitor,Electronics,1451.09
Ralph Lauren Premium Running Shoes,Apparel,92.29
Nestle Family Size Organic Coffee,Grocery,10.68
Ashley Heavy Duty Lawn Mower,Home & Garden,50.17
Asus Plus Smart TV 4K,Electronics,2087.66
Titleist Performance Camping Tent,Sports,525.31
Nestle Natural Protein Bar,Grocery,9.16
Titleist Indoor/Outdoor Yoga Mat,Sports,270.41
Ashley Compact Tool Set,Home & Garden,360.84
Ashley Modern Sofa,Home & Garden,702.0
DeWalt Electric Blender,Home & Garden,678.29
Yeti Ergonomic Bed Frame,Home & Garden,648.04
Yeti Electric Cooler,Home & Garden,382.8
Gap Performance Sneakers,Apparel,28.69
Bose Max Laptop Pro,Electronics,1837.3
H&M Cotton Jacket,Apparel,95.43
Kraft Gluten-Free Mixed Nuts,Grocery,5.24
Samsung Advanced Laptop Pro,Electronics,1890.87
Panasonic Bluetooth Tablet,Electronics,1659.54
Bowflex Performance Dumbbells,Sports,957.27
Great Value Natural Pasta,Grocery,8.76
H&M Vintage Sweater,Apparel,46.64
Asus Plus Laptop Pro,Electronics,655.1
Nike Premium Sweater,Apparel,136.88
Wilson Durable Water Bottle,Sports,282.87
Gap Cotton Jeans,Apparel,116.32
Callaway ProGrade Camping Tent,Sports,457.99
Puma Performance Jeans,Apparel,118.74
IKEA Stainless Steel Tool Set,Home & Garden,405.43
H&M Cotton Sweater,Apparel,14.71
HP Max Smart TV 4K,Electronics,1057.18
Nestle Natural Sparkling Water,Grocery,23.59
Gatorade ProGrade Camping Tent,Sports,963.94
HP Bluetooth Smartwatch,Electronics,1422.41
Black+Decker Heavy Duty Coffee Maker,Home & Garden,70.24
Weber Heavy Duty Sofa,Home & Garden,227.53
Dyson Compact Sofa,Home & Garden,533.71
Asus Plus Tablet,Electronics,535.34
Rawlings ProGrade Tennis Racket,Sports,471.97
Spalding Performance Golf Clubs,Sports,972.43
Ashley Compact Grill,Home & Garden,498.57
Kelloggs Premium Protein Bar,Grocery,10.38
Pepsi Fresh Mixed Nuts,Grocery,4.73
Gap Vintage T-Shirt,Apparel,41.54
Apple Portable Smartwatch,Electronics,2134.01
Wilson Indoor/Outdoor Treadmill,Sports,530.54
DeWalt Heavy Duty Power Drill,Home & Garden,692.31
KitchenAid Pro-Series Cooler,Home & Garden,586.57
LG Ultra-Slim Tablet,Electronics,215.79
Kraft Organic Olive Oil,Grocery,18.98
Puma Performance Hoodie,Apparel,86.1
Dell Bluetooth Smartphone 5G,Electronics,250.23
Under Armour Slim-Fit Shorts,Apparel,33.21
Adidas Athletic Jacket,Apparel,142.4
Titleist Durable Camping Tent,Sports,852.23
Kelloggs Natural Olive Oil,Grocery,11.87
Bose Bluetooth Digital Camera,Electronics,1644.88
Kirkland Premium Organic Coffee,Grocery,15.08
Kelloggs Sugar-Free Sparkling Water,Grocery,3.48
Panasonic Lite Gaming Console,Electronics,1305.63
LG Lite Wireless Earbuds,Electronics,1175.14
Coca-Cola Organic Almond Milk,Grocery,3.24
Asus Portable Smart TV 4K,Electronics,1976.38
Adidas Performance Running Shoes,Apparel,46.21
Kirkland Roasted Protein Bar,Grocery,5.94
Bose Ultra-Slim Tablet,Electronics,2204.98
Yeti Modern Bed Frame,Home & Garden,700.35
Black+Decker Heavy Duty Cooler,Home & Garden,213.87
Spalding Performance Basketball,Sports,985.21
KitchenAid Pro-Series Power Drill,Home & Garden,624.45
Callaway Advanced Water Bottle,Sports,79.23
Pepsi Natural Mixed Nuts,Grocery,13.12
Kelloggs Roasted Olive Oil,Grocery,13.94
Callaway Official Size Treadmill,Sports,118.89
Pepsi Fresh Sparkling Water,Grocery,17.75
Bose Max Smart TV 4K,Electronics,2064.15
KitchenAid Stainless Steel Bed Frame,Home & Garden,186.9
Black+Decker Pro-Series Cooler,Home & Garden,474.75
HP Ultra-Slim Smartwatch,Electronics,1020.13
Puma Premium Sneakers,Apparel,32.11
Levis Athletic Hoodie,Apparel,107.43
Titleist Official Size Baseball Glove,Sports,796.36
Apple Plus Laptop Pro,Electronics,826.07
Apple Portable Laptop Pro,Electronics,2150.09
Gatorade Advanced Golf Clubs,Sports,983.77
Apple Max Smartphone 5G,Electronics,394.74
Titleist Indoor/Outdoor Water Bottle,Sports,895.58
Nestle Roasted Cereal,Grocery,17.69
Bowflex Official Size Golf Clubs,Sports,448.72
DeWalt Stainless Steel Lawn Mower,Home & Garden,709.46
Bowflex Advanced Treadmill,Sports,806.55
Dyson Smart Bed Frame,Home & Garden,419.01
LG Lite Smartphone 5G,Electronics,2419.46
Kelloggs Natural Whole Wheat Bread,Grocery,25.61
Dell Bluetooth Smartwatch,Electronics,1604.94
Coleman Lightweight Treadmill,Sports,883.7
Great Value Roasted Almond Milk,Grocery,15.42
Samsung Pro Gaming Console,Electronics,1812.42
Zara Premium Jacket,Apparel,21.12
Kelloggs Natural Organic Coffee,Grocery,22.59
Great Value Roasted Cereal,Grocery,9.53
IKEA Stainless Steel Vacuum Cleaner,Home & Garden,662.66
Callaway Performance Basketball,Sports,467.38
KitchenAid Stainless Steel Blender,Home & Garden,305.5
Pepsi Family Size Organic Coffee,Grocery,21.87
Under Armour Vintage Shorts,Apparel,56.93
Ashley Smart Blender,Home & Garden,578.25
Dyson Modern Vacuum Cleaner,Home & Garden,107.49
Bowflex ProGrade Tennis Racket,Sports,154.84
Ralph Lauren Classic Dress,Apparel,59.33
Panasonic Lite Wireless Earbuds,Electronics,2111.55
Levis Casual Sweater,Apparel,147.07
Dyson Pro-Series Sofa,Home & Garden,518.29
General Mills Roasted Olive Oil,Grocery,3.66
H&M Performance Socks,Apparel,129.8
Adidas Classic T-Shirt,Apparel,41.81
DeWalt Ergonomic Blender,Home & Garden,424.74
Wilson Lightweight Basketball,Sports,315.73
Dell Pro Wireless Earbuds,Electronics,794.67
Gap Premium Sneakers,Apparel,131.97
Great Value Natural Whole Wheat Bread,Grocery,20.91
KitchenAid Compact Blender,Home & Garden,230.42
Bose Pro Monitor,Electronics,1693.29
General Mills Family Size Organic Coffee,Grocery,15.44
Panasonic Lite Smartphone 5G,Electronics,321.92
Ashley Stainless Steel Lawn Mower,Home & Garden,322.91
Gatorade Lightweight Golf Clubs,Sports,124.06
Puma Slim-Fit Hoodie,Apparel,69.16
Black+Decker Modern Coffee Maker,Home & Garden,736.92
H&M Premium Shorts,Apparel,130.17
HP Portable Wireless Earbuds,Electronics,2281.39
Black+Decker Heavy Duty Blender,Home & Garden,43.87
Samsung Plus Smartphone 5G,Electronics,2408.89
Black+Decker Modern Sofa,Home & Garden,589.54
Under Armour Classic Running Shoes,Apparel,126.12
Levis Vintage T-Shirt,Apparel,132.19
Gatorade Advanced Camping Tent,Sports,125.89
LG Advanced Gaming Console,Electronics,1774.03
Puma Cotton Running Shoes,Apparel,85.7
H&M Vintage Sneakers,Apparel,23.51
LG Ultra-Slim Wireless Earbuds,Electronics,80.39
Titleist Official Size Water Bottle,Sports,311.75
Puma Casual Socks,Apparel,51.61
Bowflex Advanced Baseball Glove,Sports,747.05
Yeti Smart Vacuum Cleaner,Home & Garden,686.24
Gap Casual Sneakers,Apparel,43.53
Nike Cotton Sweater,Apparel,121.24
General Mills Natural Pasta,Grocery,2.82
Great Value Natural Organic Coffee,Grocery,25.88
Panasonic Max Smartphone 5G,Electronics,2146.46
Dyson Stainless Steel Grill,Home & Garden,431.51
General Mills Gluten-Free Olive Oil,Grocery,4.75
Under Armour Cotton Jeans,Apparel,23.14
Panasonic Portable Laptop Pro,Electronics,2278.59
Titleist Lightweight Tennis Racket,Sports,674.16
Dyson Ergonomic Grill,Home & Garden,668.55
Gatorade Durable Camping Tent,Sports,880.79
Ashley Modern Bed Frame,Home & Garden,470.26
IKEA Modern Power Drill,Home & Garden,274.05
Yeti Ergonomic Tool Set,Home & Garden,364.64
Puma Cotton Sneakers,Apparel,72.07
Spalding Indoor/Outdoor Tennis Racket,Sports,636.84
Dell Pro Gaming Console,Electronics,1771.45
LG Bluetooth Digital Camera,Electronics,631.71
Sony Ultra-Slim Tablet,Electronics,1305.29
Wilson Lightweight Water Bottle,Sports,393.74
General Mills Sugar-Free Sparkling Water,Grocery,13.69
Gatorade Performance Yoga Mat,Sports,657.44
Pepsi Premium Sparkling Water,Grocery,24.8
Great Value Family Size Mixed Nuts,Grocery,19.84
DeWalt Heavy Duty Bed Frame,Home & Garden,419.82
Bose Plus Smartphone 5G,Electronics,1603.55
Black+Decker Heavy Duty Lawn Mower,Home & Garden,225.88
Wilson Official Size Treadmill,Sports,971.96
Dell Bluetooth Wireless Earbuds,Electronics,861.8
Ashley Electric Grill,Home & Garden,401.17
Puma Casual Sneakers,Apparel,37.45
Samsung Portable Smart TV 4K,Electronics,1546.41
Zara Classic Jacket,Apparel,49.3
Levis Performance Jeans,Apparel,38.98
Kraft Organic Sparkling Water,Grocery,2.12
Levis Slim-Fit Jacket,Apparel,40.67
Coleman Official Size Yoga Mat,Sports,348.78
Titleist Indoor/Outdoor Dumbbells,Sports,578.47
Levis Casual Dress,Apparel,65.58
DeWalt Ergonomic Vacuum Cleaner,Home & Garden,97.06
HP Plus Smartwatch,Electronics,1561.81
Dyson Smart Sofa,Home & Garden,295.82
Nestle Premium Cereal,Grocery,14.17
Apple Bluetooth Monitor,Electronics,2191.85
Kelloggs Natural Almond Milk,Grocery,25.82
Rawlings Performance Baseball Glove,Sports,144.52
Kirkland Fresh Mixed Nuts,Grocery,11.46
Under Armour Performance Dress,Apparel,69.06
Nike Vintage Shorts,Apparel,137.07
Apple Portable Monitor,Electronics,1799.38
H&M Casual T-Shirt,Apparel,143.71
Nestle Natural Almond Milk,Grocery,2.03
Yeti Ergonomic Cooler,Home & Garden,520.03
Kirkland Organic Almond Milk,Grocery,3.22
Panasonic Bluetooth Laptop Pro,Electronics,990.41
Bowflex Indoor/Outdoor Yoga Mat,Sports,134.21
Sony Max Smartphone 5G,Electronics,1076.42
Adidas Premium T-Shirt,Apparel,115.16
Callaway Lightweight Basketball,Sports,93.98
Levis Cotton Sweater,Apparel,59.67
H&M Performance Jeans,Apparel,137.86
Titleist ProGrade Camping Tent,Sports,903.92
Bose Pro Smartwatch,Electronics,212.79
Pepsi Fresh Whole Wheat Bread,Grocery,5.4
Levis Cotton Jeans,Apparel,11.64
Black+Decker Smart Power Drill,Home & Garden,354.97
Rawlings Durable Golf Clubs,Sports,583.54
Zara Classic Dress,Apparel,27.22
Callaway Advanced Tennis Racket,Sports,353.02
H&M Premium T-Shirt,Apparel,112.08
Kraft Natural Mixed Nuts,Grocery,17.64
Gap Vintage Dress,Apparel,128.38
Titleist Performance Golf Clubs,Sports,438.48
Samsung Lite Laptop Pro,Electronics,724.68
Nike Slim-Fit Jacket,Apparel,52.88
Spalding Lightweight Basketball,Sports,801.4
Titleist Indoor/Outdoor Basketball,Sports,825.09
KitchenAid Pro-Series Grill,Home & Garden,690.32
Kirkland Natural Mixed Nuts,Grocery,15.96
DeWalt Stainless Steel Power Drill,Home & Garden,315.8
Nike Classic Running Shoes,Apparel,106.38
HP Max Monitor,Electronics,399.36
Kirkland Organic Pasta,Grocery,23.35
Black+Decker Modern Grill,Home & Garden,296.33
Gap Classic Hoodie,Apparel,100.42
Apple Lite Digital Camera,Electronics,1534.16
Great Value Natural Mixed Nuts,Grocery,10.74
Samsung Ultra-Slim Wireless Earbuds,Electronics,1162.3
Zara Cotton Running Shoes,Apparel,106.36
HP Portable Smart TV 4K,Electronics,394.35
Kraft Natural Cereal,Grocery,11.21
Callaway Official Size Golf Clubs,Sports,45.49
Titleist ProGrade Basketball,Sports,38.0
Yeti Ergonomic Blender,Home & Garden,612.28
